200	0	0
197.3324949	34.79504301	0
190.6479712	69.39018675	0
181.0714782	104.5416667	0
168.1850575	141.1240197	0
150.2258923	179.0322468	0
125	216.5063509	0
91.07654397	250.230748	0
48.69963143	276.1893343	0
1.78208E-14	290.9166667	0
-51.59376772	292.6027969	0
-102.4772154	281.5538353	0
-150	259.8076211	0
-192.8362829	229.8133329	0
-229.8133329	192.8362829	0
-259.8076211	150	0
-281.9077862	102.606043	0
-295.4423259	52.0944533	0
-300	3.67545E-14	0
-295.3307144	-52.07477317	0
-281.0808567	-102.3050653	0
-257.3105812	-148.5583333	0
-224.7957418	-188.6260241	0
-185.0564102	-220.5416417	0
-140.225	-242.8768245	0
-92.80374569	-254.9761957	0
-45.32217437	-257.0348235	0
-4.59431E-14	-250	0
41.50191446	-235.369053	0
78.20632597	-214.8701147	0
109.775	-190.1358774	0
136.3373946	-162.4805799	0
158.2264797	-132.7677808	0
175.7021207	-101.4416667	0
188.7654537	-68.70500639	0
197.0731621	-34.74931566	0
200	-4.90059E-14	0
